ID,Product,Region,Profession,Age,First Rate Paid,Contract sum,Closing Date
10830,Life,150,Civil servant,55,N,"30,000",Aug-95
10831,Life,150,Student,55,N,"30,000",Aug-95
10832,Life,150,Student,55,N,"30,000",Aug-95
10833,Life,150,Employee,56,N,"30,000",Aug-95
10834,Health,150,Employee,56,Y,"30,000",Aug-95
10835,Life,150,Employee,56,N,"30,000",Aug-95
10836,Car,150,Employee,56,N,"30,000",Aug-95
10837,Life,150,Student,56,N,"30,000",Aug-95
10838,Car,150,Farmer,57,Y,"30,000",Aug-95
10839,Life,150,Employee,57,N,"30,000",Aug-95
10840,Life,150,Employee,57,N,"30,000",Aug-95
10841,Car,150,Student,57,N,"30,000",Aug-95
10842,Health,130,Farmer,58,N,"30,000",Aug-95
10843,Health,150,Farmer,58,Y,"30,000",Aug-95
10844,Life,150,Employee,58,Y,"30,000",Aug-95
10845,Household,150,Employee,59,N,"30,000",Aug-95
10846,Life,150,Employee,59,N,"30,000",Aug-95
10847,Health,150,Civil servant,60,Y,"30,000",Aug-95
10848,Car,150,Civil servant,60,N,"30,000",Aug-95
10849,Health,150,Employee,60,N,"30,000",Aug-95
10850,Health,150,Employee,60,N,"30,000",Aug-95
10851,Health,150,Student,61,N,"30,000",Aug-95
10852,Life,160,Civil servant,62,N,"30,000",Aug-95
10853,Health,150,Student,63,N,"30,000",Aug-95
10854,Car,150,Farmer,63,Y,"30,000",Aug-95
10855,Life,150,Student,66,Y,"30,000",Aug-95
10856,Health,150,Civil servant,67,Y,"30,000",Aug-95
10857,Life,150,Civil servant,67,N,"30,000",Aug-95
10858,Life,150,Student,68,Y,"30,000",Aug-95
10859,Health,150,Student,71,N,"30,000",Aug-95
10860,Life,150,Civil servant,75,N,"30,000",Aug-95
10861,Household,160,Civil servant,77,N,"30,000",Aug-95
10862,Health,160,Civil servant,78,N,"30,000",Aug-95
10863,Car,160,Civil servant,80,N,"30,000",Aug-95
10864,Health,150,Civil servant,82,N,"30,000",Aug-95
10865,Car,150,Civil servant,85,N,"30,000",Aug-95
10866,Health,150,Student,4,N,"30,000",Sep-95
10867,Health,150,Student,12,N,"30,000",Sep-95
10868,Health,150,Student,12,N,"30,000",Sep-95
10869,Health,150,Student,15,N,"30,000",Sep-95
10870,Health,160,Student,18,N,"30,000",Sep-95
10871,Health,160,Employee,18,N,"30,000",Sep-95
10872,Health,150,Employee,18,N,"30,000",Sep-95
10873,Life,150,Student,18,N,"30,000",Sep-95
10874,Car,150,Employee,18,N,"30,000",Sep-95
10875,Health,150,Student,18,N,"30,000",Sep-95
10876,Life,150,Student,18,N,"30,000",Sep-95
10877,Health,150,Student,18,N,"30,000",Sep-95
10878,Health,150,Student,18,N,"30,000",Sep-95
10879,Health,150,Student,19,N,"30,000",Sep-95
10880,Health,150,Employee,19,N,"30,000",Sep-95
10881,Car,150,Student,19,N,"30,000",Sep-95
10882,Health,150,Student,20,Y,"30,000",Sep-95
10883,Health,150,Employee,20,N,"30,000",Sep-95
10884,Health,160,Student,20,N,"30,000",Sep-95
10885,Health,160,Student,20,N,"30,000",Sep-95
10886,Health,150,Student,20,N,"30,000",Sep-95
10887,Life,150,Student,20,N,"30,000",Sep-95
10888,Car,150,Student,20,N,"30,000",Sep-95
10889,Health,150,Employee,21,N,"30,000",Sep-95
10890,Health,150,Student,21,N,"30,000",Sep-95
10891,Health,150,Student,21,N,"30,000",Sep-95
10892,Car,150,Farmer,21,N,"30,000",Sep-95
10893,Health,150,Farmer,21,N,"30,000",Sep-95
10894,Car,160,Student,21,N,"30,000",Sep-95
10895,Car,150,Employee,21,N,"30,000",Sep-95
10896,Health,150,Student,21,N,"30,000",Sep-95
10897,Car,150,Farmer,21,N,"30,000",Sep-95
10898,Health,160,Employee,21,N,"30,000",Sep-95
10899,Life,150,Student,22,N,"30,000",Sep-95
10900,Health,160,Farmer,22,N,"30,000",Sep-95
10901,Health,150,Employee,23,N,"30,000",Sep-95
10902,Life,150,Student,23,N,"30,000",Sep-95
10903,Health,150,Employee,24,N,"30,000",Sep-95
10904,Car,150,Student,24,N,"30,000",Sep-95
10905,Car,150,Student,24,N,"30,000",Sep-95
10906,Life,150,Employee,24,N,"30,000",Sep-95
10907,Car,160,Employee,25,N,"30,000",Sep-95
10908,Health,160,Employee,26,N,"30,000",Sep-95
10909,Health,150,Employee,26,N,"30,000",Sep-95
10910,Life,150,Employee,26,N,"30,000",Sep-95
10911,Car,150,Employee,26,N,"30,000",Sep-95
10912,Life,150,Employee,27,N,"30,000",Sep-95
10913,Health,150,Employee,27,N,"30,000",Sep-95
10914,Life,150,Employee,27,N,"30,000",Sep-95
10915,Car,150,Farmer,27,N,"30,000",Sep-95
10916,Life,160,Farmer,27,N,"30,000",Sep-95
10917,Health,150,Farmer,28,N,"30,000",Sep-95
10918,Life,150,Farmer,28,Y,"30,000",Sep-95
10919,Life,150,Farmer,28,N,"30,000",Sep-95
10920,Car,160,Employee,28,N,"30,000",Sep-95
10921,Life,150,Farmer,28,N,"30,000",Sep-95
10922,Life,150,Farmer,28,N,"30,000",Sep-95
10923,Life,150,Employee,28,N,"30,000",Sep-95
10924,Life,150,Student,28,N,"30,000",Sep-95
10925,Life,150,Farmer,29,N,"30,000",Sep-95
10926,Life,150,Employee,29,N,"30,000",Sep-95
10927,Health,150,Student,30,N,"30,000",Sep-95
10928,Life,150,Employee,30,N,"30,000",Sep-95
10929,Health,150,Farmer,30,N,"30,000",Sep-95
10930,Household,150,Farmer,30,N,"30,000",Sep-95
10931,Life,150,Employee,31,N,"30,000",Sep-95
10932,Household,150,Farmer,31,N,"30,000",Sep-95
10933,Life,150,Employee,31,N,"30,000",Sep-95
10934,Life,150,Farmer,32,N,"30,000",Sep-95
10935,Life,150,Farmer,32,N,"30,000",Sep-95
10936,Health,160,Employee,32,N,"30,000",Sep-95
10937,Life,150,Employee,32,N,"30,000",Sep-95
10938,Life,150,Employee,33,N,"30,000",Sep-95
10939,Car,150,Employee,33,N,"30,000",Sep-95
10940,Health,150,Pupil,34,N,"30,000",Sep-95
10941,Car,150,Worker,34,N,"30,000",Sep-95
10942,Life,150,Employee,34,Y,"30,000",Sep-95
10943,Life,150,Worker,34,N,"30,000",Sep-95
10944,Life,150,Farmer,35,N,"30,000",Sep-95
10945,Life,150,Worker,35,N,"30,000",Sep-95
10946,Life,150,Farmer,35,N,"30,000",Sep-95
10947,Life,150,Employee,35,N,"30,000",Sep-95
10948,Life,150,Employee,35,N,"30,000",Sep-95
10949,Life,150,Farmer,36,N,"30,000",Sep-95
10950,Health,150,Farmer,36,N,"30,000",Sep-95
10951,Car,150,Student,36,N,"30,000",Sep-95
10952,Life,150,Farmer,36,N,"30,000",Sep-95
10953,Life,150,Farmer,36,Y,"30,000",Sep-95
10954,Life,150,Employee,36,N,"30,000",Sep-95
10955,Life,150,Employee,36,N,"30,000",Sep-95
10956,Life,150,Farmer,37,N,"30,000",Sep-95
10957,Life,150,Employee,37,N,"30,000",Sep-95
10958,Car,150,Student,37,N,"30,000",Sep-95
10959,Car,150,Farmer,37,N,"30,000",Sep-95
10960,Life,150,Farmer,37,N,"30,000",Sep-95
10961,Life,150,Farmer,37,N,"30,000",Sep-95
10962,Life,150,Farmer,38,N,"30,000",Sep-95
10963,Life,150,Farmer,38,N,"30,000",Sep-95
10964,Life,150,Executive emplyee,38,N,"30,000",Sep-95
10965,Household,999,Employee,39,N,"30,000",Sep-95
10966,Household,160,Employee,39,N,"30,000",Sep-95
10967,Health,160,Farmer,39,N,"30,000",Sep-95
10968,Car,150,Farmer,39,N,"30,000",Sep-95
10969,Life,160,Student,39,Y,"30,000",Sep-95
10970,Car,150,Farmer,39,N,"30,000",Sep-95
10971,Household,150,Employee,40,N,"30,000",Sep-95
10972,Health,150,Executive emplyee,40,N,"30,000",Sep-95
10973,Life,150,Farmer,40,N,"30,000",Sep-95
10974,Life,150,Farmer,40,N,"30,000",Sep-95
10975,Health,150,Employee,41,N,"30,000",Sep-95
10976,Car,150,Farmer,41,N,"30,000",Sep-95
10977,Health,150,Student,41,N,"30,000",Sep-95
10978,Life,150,Farmer,41,Y,"30,000",Sep-95
10979,Health,150,Employee,41,N,"30,000",Sep-95
10980,Life,150,Employee,42,Y,"30,000",Sep-95
10981,Car,150,Student,42,N,"30,000",Sep-95
10982,Car,150,Student,43,Y,"30,000",Sep-95
10983,Life,160,Employee,43,N,"30,000",Sep-95
10984,Life,160,Executive emplyee,43,Y,"30,000",Sep-95
10985,Life,150,Employee,44,N,"30,000",Sep-95
10986,Life,150,Executive emplyee,45,Y,"30,000",Sep-95
10987,Health,150,Worker,45,N,"30,000",Sep-95
10988,Health,150,Farmer,45,N,"30,000",Sep-95
10989,Life,160,Employee,45,Y,"30,000",Sep-95
10990,Life,150,Employee,45,N,"30,000",Sep-95
10991,Health,999,Farmer,45,Y,"30,000",Sep-95
10992,Life,150,Employee,45,Y,"30,000",Sep-95
10993,Life,160,Student,46,N,"30,000",Sep-95
10994,Health,150,Employee,46,N,"30,000",Sep-95
10995,Life,150,Farmer,46,N,"30,000",Sep-95
10996,Household,150,Farmer,46,N,"30,000",Sep-95
10997,Health,150,Employee,46,Y,"30,000",Sep-95
10998,Health,150,Employee,47,N,"30,000",Sep-95
10999,Household,150,Farmer,47,N,"30,000",Sep-95
11000,Life,150,Farmer,47,Y,"30,000",Sep-95
11001,Life,150,Farmer,47,N,"30,000",Sep-95
11002,Life,150,Employee,47,N,"30,000",Sep-95
11003,Car,150,Employee,47,N,"30,000",Sep-95
11004,Life,150,Employee,47,Y,"30,000",Sep-95
11005,Health,150,Employee,47,N,"30,000",Sep-95
11006,Life,150,Farmer,48,Y,"31,000",Sep-95
11007,Life,150,Employee,48,N,"31,000",Sep-95
11008,Car,150,Student,49,N,"31,000",Sep-95
11009,Life,150,Farmer,50,N,"31,000",Sep-95
11010,Car,150,Employee,50,N,"31,000",Sep-95
11011,Car,150,Farmer,50,N,"31,000",Sep-95
11012,Car,150,Student,50,N,"31,000",Sep-95
11013,Life,150,Employee,50,N,"31,000",Sep-95
11014,Life,150,Employee,51,N,"31,000",Sep-95
11015,Life,150,Employee,51,N,"31,000",Sep-95
11016,Health,150,Student,52,N,"31,000",Sep-95
11017,Life,150,Employee,52,N,"31,000",Sep-95
11018,Life,150,Employee,52,Y,"31,000",Sep-95
11019,Life,150,Farmer,52,N,"31,000",Sep-95
11020,Health,150,Student,53,N,"31,000",Sep-95
11021,Health,160,Student,53,N,"31,000",Sep-95
11022,Car,150,Executive emplyee,53,N,"31,000",Sep-95
11023,Life,150,Employee,53,Y,"31,000",Sep-95
11024,Health,150,Executive emplyee,54,Y,"31,000",Sep-95
11025,Life,150,Civil servant,54,N,"31,000",Sep-95
11026,Life,150,Student,54,N,"31,000",Sep-95
11027,Health,150,Farmer,55,N,"31,000",Sep-95
11028,Health,150,Student,55,N,"31,000",Sep-95
11029,Life,150,Employee,55,N,"31,000",Sep-95
11030,Health,150,Student,55,Y,"31,000",Sep-95
11031,Life,150,Student,55,N,"31,000",Sep-95
11032,Life,160,Farmer,56,Y,"31,000",Sep-95
11033,Life,999,Employee,56,N,"31,000",Sep-95
11034,Car,150,Student,56,N,"31,000",Sep-95
11035,Life,150,Employee,56,Y,"31,000",Sep-95
11036,Life,150,Employee,57,N,"31,000",Sep-95
11037,Health,150,Farmer,57,N,"31,000",Sep-95
11038,Car,150,Worker,57,N,"31,000",Sep-95
11039,Car,150,Employee,57,N,"31,000",Sep-95
11040,Life,160,Employee,58,Y,"31,000",Sep-95
11041,Life,150,Student,58,N,"31,000",Sep-95
11042,Life,150,Student,58,N,"31,000",Sep-95
11043,Health,150,Employee,58,N,"31,000",Sep-95
11044,Life,150,Farmer,58,Y,"31,000",Sep-95
11045,Health,160,Civil servant,58,N,"31,000",Sep-95
11046,Household,150,Student,59,Y,"31,000",Sep-95
11047,Health,999,Farmer,59,N,"31,000",Sep-95
11048,Household,150,Farmer,59,N,"31,000",Sep-95
11049,Health,150,Farmer,60,N,"31,000",Sep-95
11050,Life,150,Civil servant,60,N,"31,000",Sep-95
11051,Household,160,Employee,61,Y,"31,000",Sep-95
11052,Health,150,Employee,61,N,"32,000",Sep-95
11053,Health,150,Employee,61,N,"32,000",Sep-95
11054,Health,150,Civil servant,61,N,"32,000",Sep-95
11055,Health,160,Civil servant,62,Y,"32,000",Sep-95
11056,Health,150,Civil servant,62,N,"32,000",Sep-95
11057,Life,150,Civil servant,62,N,"32,000",Sep-95
11058,Health,150,Civil servant,63,N,"32,000",Sep-95
11059,Life,150,Civil servant,63,N,"32,000",Sep-95
11060,Health,150,Civil servant,64,N,"32,000",Sep-95
11061,Household,160,Civil servant,66,N,"32,000",Sep-95
11062,Car,150,Civil servant,66,N,"32,000",Sep-95
11063,Life,150,Civil servant,66,N,"32,000",Sep-95
11064,Life,150,Civil servant,67,N,"32,000",Sep-95
11065,Health,160,Civil servant,68,Y,"32,000",Sep-95
11066,Car,150,Student,69,Y,"32,000",Sep-95
11067,Life,150,Civil servant,70,N,"32,000",Sep-95
11068,Household,150,Civil servant,71,N,"32,000",Sep-95
11069,Car,150,Student,72,N,"32,000",Sep-95
11070,Life,150,Civil servant,74,N,"32,000",Sep-95
11071,Car,150,Civil servant,74,Y,"32,000",Sep-95
11072,Life,150,Civil servant,74,Y,"32,000",Sep-95
11073,Life,999,Civil servant,74,N,"32,000",Sep-95
11074,Life,999,Civil servant,74,Y,"32,000",Sep-95
11075,Health,150,Student,2,N,"32,000",Oct-95
11076,Life,150,Employee,2,N,"32,000",Oct-95
11077,Car,150,Student,9,N,"32,000",Oct-95
11078,Health,150,Student,10,N,"32,000",Oct-95
11079,Car,150,Student,14,N,"32,000",Oct-95
11080,Car,160,Student,15,N,"32,000",Oct-95
11081,Health,150,Student,15,N,"32,000",Oct-95
11082,Health,150,Student,16,N,"32,000",Oct-95
11083,Life,150,Student,18,N,"32,000",Oct-95
11084,Health,130,Student,19,N,"32,000",Oct-95
11085,Health,160,Farmer,19,N,"32,000",Oct-95
11086,Car,150,Student,19,N,"32,000",Oct-95
11087,Health,150,Student,19,N,"32,000",Oct-95
11088,Health,150,Student,19,N,"32,000",Oct-95
11089,Car,150,Student,20,N,"32,000",Oct-95
11090,Car,150,Student,20,N,"32,000",Oct-95
11091,Car,150,Employee,20,N,"32,000",Oct-95
11092,Car,160,Student,20,N,"32,000",Oct-95
11093,Car,150,Employee,20,N,"32,000",Oct-95
11094,Life,150,Student,20,N,"32,000",Oct-95
11095,Car,150,Student,20,N,"32,000",Oct-95
11096,Health,160,Employee,20,N,"32,000",Oct-95
11097,Health,150,Student,20,N,"32,000",Oct-95
11098,Health,150,Student,20,N,"32,000",Oct-95
11099,Life,150,Student,21,N,"32,000",Oct-95
11100,Health,150,Farmer,21,N,"32,000",Oct-95
11101,Car,150,Employee,21,N,"32,000",Oct-95
11102,Health,150,Student,21,N,"32,000",Oct-95
11103,Health,160,Student,21,N,"32,000",Oct-95
11104,Health,150,Student,21,N,"32,000",Oct-95
11105,Health,150,Employee,22,N,"32,000",Oct-95
11106,Car,160,Farmer,22,N,"32,000",Oct-95
11107,Health,150,Employee,22,N,"32,000",Oct-95
11108,Health,150,Employee,23,N,"32,000",Oct-95
11109,Car,150,Employee,23,N,"32,000",Oct-95
11110,Car,150,Employee,23,N,"32,000",Oct-95
11111,Health,160,Employee,24,N,"32,000",Oct-95
11112,Health,150,Employee,24,N,"32,000",Oct-95
11113,Health,150,Employee,24,N,"32,000",Oct-95
11114,Car,150,Farmer,24,N,"33,000",Oct-95
11115,Car,150,Employee,24,N,"33,000",Oct-95
11116,Health,150,Farmer,25,Y,"33,000",Oct-95
11117,Health,160,Employee,25,N,"33,000",Oct-95
11118,Health,150,Employee,25,N,"33,000",Oct-95
11119,Life,150,Farmer,25,N,"33,000",Oct-95
11120,Health,150,Employee,26,N,"33,000",Oct-95
11121,Life,150,Farmer,26,N,"33,000",Oct-95
11122,Health,150,Farmer,27,N,"33,000",Oct-95
11123,Life,150,Farmer,27,N,"33,000",Oct-95
11124,Health,150,Worker,27,N,"33,000",Oct-95
11125,Health,150,Student,27,N,"33,000",Oct-95
11126,Car,150,Employee,27,N,"33,000",Oct-95
11127,Life,150,Student,27,N,"33,000",Oct-95
11128,Household,150,Farmer,29,N,"33,000",Oct-95
11129,Car,150,Executive emplyee,29,N,"33,000",Oct-95
11130,Health,160,Farmer,29,N,"33,000",Oct-95
11131,Car,160,Employee,29,N,"33,000",Oct-95
11132,Life,150,Farmer,30,N,"33,000",Oct-95
11133,Life,150,Farmer,30,N,"33,000",Oct-95
11134,Life,150,Executive emplyee,30,N,"33,000",Oct-95
11135,Health,160,Employee,31,N,"33,000",Oct-95
11136,Household,150,Student,31,N,"33,000",Oct-95
11137,Health,150,Farmer,31,N,"33,000",Oct-95
11138,Car,150,Employee,31,N,"33,000",Oct-95
11139,Life,150,Farmer,31,Y,"33,000",Oct-95
11140,Car,150,Farmer,31,N,"33,000",Oct-95
11141,Life,150,Employee,31,N,"33,000",Oct-95
11142,Car,150,Employee,32,N,"33,000",Oct-95
11143,Health,160,Farmer,32,N,"33,000",Oct-95
11144,Health,150,Farmer,32,N,"33,000",Oct-95
11145,Life,150,Employee,32,N,"33,000",Oct-95
11146,Car,150,Farmer,33,N,"33,000",Oct-95
11147,Life,160,Farmer,33,Y,"33,000",Oct-95
11148,Life,150,Pupil,34,N,"33,000",Oct-95
11149,Life,150,Employee,34,N,"33,000",Oct-95
11150,Life,150,Student,34,N,"33,000",Oct-95
11151,Life,160,Employee,34,N,"33,000",Oct-95
11152,Life,150,Employee,34,N,"33,000",Oct-95
11153,Life,160,Farmer,35,N,"33,000",Oct-95
11154,Car,150,Farmer,35,N,"33,000",Oct-95
11155,Life,150,Farmer,35,N,"33,000",Oct-95
11156,Life,150,Employee,35,N,"33,000",Oct-95
11157,Car,160,Student,35,N,"33,000",Oct-95
11158,Life,150,Farmer,35,N,"33,000",Oct-95
11159,Car,150,Farmer,35,N,"33,000",Oct-95
11160,Car,150,Farmer,35,N,"33,000",Oct-95
11161,Life,160,Farmer,35,N,"33,000",Oct-95
11162,Car,150,Farmer,35,N,"33,000",Oct-95
11163,Health,150,Employee,36,N,"33,000",Oct-95
11164,Household,150,Farmer,36,N,"33,000",Oct-95
11165,Life,150,Employee,36,N,"34,000",Oct-95
11166,Health,150,Employee,36,N,"34,000",Oct-95
11167,Health,150,Employee,37,N,"34,000",Oct-95
11168,Health,150,Employee,37,N,"34,000",Oct-95
11169,Life,150,Employee,37,N,"34,000",Oct-95
11170,Life,160,Employee,37,N,"34,000",Oct-95
11171,Car,150,Farmer,38,N,"34,000",Oct-95
11172,Car,150,Student,38,N,"34,000",Oct-95
11173,Car,150,Employee,38,N,"34,000",Oct-95
11174,Life,150,Employee,38,N,"34,000",Oct-95
11175,Life,160,Farmer,38,N,"34,000",Oct-95
11176,Life,150,Executive emplyee,38,N,"34,000",Oct-95
11177,Car,150,Employee,39,N,"34,000",Oct-95
11178,Health,150,Student,39,N,"34,000",Oct-95
11179,Life,150,Employee,39,N,"34,000",Oct-95
11180,Life,150,Employee,40,N,"34,000",Oct-95
11181,Car,150,Employee,40,Y,"34,000",Oct-95
11182,Life,150,Employee,40,N,"34,000",Oct-95
11183,Car,150,Student,40,N,"34,000",Oct-95
11184,Life,150,Student,40,N,"34,000",Oct-95
11185,Car,150,Student,40,N,"34,000",Oct-95
11186,Life,150,Employee,40,N,"34,000",Oct-95
11187,Car,150,Farmer,40,Y,"34,000",Oct-95
11188,Life,150,Employee,41,N,"34,000",Oct-95
11189,Life,150,Worker,41,N,"34,000",Oct-95
11190,Health,150,Student,41,N,"34,000",Oct-95
11191,Life,150,Employee,41,N,"34,000",Oct-95
11192,Life,160,Employee,42,N,"34,000",Oct-95
11193,Life,150,Student,42,N,"34,000",Oct-95
11194,Health,150,Farmer,42,N,"34,000",Oct-95
11195,Life,150,Farmer,42,N,"34,000",Oct-95
11196,Car,150,Employee,42,Y,"34,000",Oct-95
11197,Health,150,Employee,42,N,"34,000",Oct-95
11198,Life,150,Executive emplyee,42,N,"34,000",Oct-95
11199,Life,150,Employee,42,N,"34,000",Oct-95
11200,Life,160,Farmer,42,N,"34,000",Oct-95
11201,Car,150,Employee,43,N,"34,000",Oct-95
11202,Life,150,Employee,43,N,"34,000",Oct-95
11203,Life,150,Employee,43,N,"34,000",Oct-95
11204,Health,150,Employee,44,N,"34,000",Oct-95
11205,Life,160,Employee,44,N,"34,000",Oct-95
11206,Health,150,Farmer,45,N,"34,000",Oct-95
11207,Health,150,Employee,45,N,"34,000",Oct-95
11208,Health,150,Student,45,N,"34,000",Oct-95
11209,Health,150,Student,45,N,"34,000",Oct-95
11210,Health,150,Student,45,N,"34,000",Oct-95
11211,Life,150,Farmer,45,N,"34,000",Oct-95
11212,Health,150,Executive emplyee,45,N,"34,000",Oct-95
11213,Household,160,Farmer,45,N,"34,000",Oct-95
11214,Life,160,Farmer,45,N,"34,000",Oct-95
11215,Life,160,Executive emplyee,45,N,"34,000",Oct-95
11216,Car,150,Farmer,46,N,"34,000",Oct-95
11217,Life,160,Farmer,46,N,"35,000",Oct-95
11218,Life,150,Student,47,N,"35,000",Oct-95
11219,Health,160,Employee,47,N,"35,000",Oct-95
11220,Life,160,Farmer,47,N,"35,000",Oct-95
11221,Life,150,Employee,48,N,"35,000",Oct-95
11222,Life,150,Employee,48,N,"35,000",Oct-95
11223,Car,150,Student,48,N,"35,000",Oct-95
11224,Life,150,Employee,48,N,"35,000",Oct-95
11225,Life,150,Executive emplyee,49,Y,"35,000",Oct-95
11226,Health,150,Student,50,N,"35,000",Oct-95
11227,Household,150,Employee,50,N,"35,000",Oct-95
11228,Health,999,Employee,50,N,"35,000",Oct-95
11229,Life,150,Student,51,N,"35,000",Oct-95
11230,Health,150,Student,53,Y,"35,000",Oct-95
11231,Car,150,Employee,53,N,"35,000",Oct-95
11232,Life,150,Employee,53,Y,"35,000",Oct-95
11233,Car,150,Employee,53,N,"35,000",Oct-95
11234,Life,150,Employee,53,N,"35,000",Oct-95
11235,Health,150,Employee,54,N,"35,000",Oct-95
11236,Life,150,Employee,54,N,"35,000",Oct-95
11237,Car,150,Farmer,54,N,"35,000",Oct-95
11238,Car,150,Employee,54,N,"35,000",Oct-95
11239,Car,160,Employee,54,N,"35,000",Oct-95
11240,Car,160,Employee,54,N,"35,000",Oct-95
11241,Health,150,Employee,54,Y,"35,000",Oct-95
11242,Life,150,Employee,55,N,"35,000",Oct-95
11243,Life,150,Pupil,55,N,"35,000",Oct-95
11244,Household,150,Employee,55,N,"35,000",Oct-95
11245,Life,150,Employee,55,N,"35,000",Oct-95
11246,Life,150,Employee,55,N,"35,000",Oct-95
11247,Life,150,Employee,55,N,"35,000",Oct-95
11248,Household,150,Student,55,N,"35,000",Oct-95
11249,Life,160,Employee,55,N,"35,000",Oct-95
11250,Life,150,Student,55,N,"35,000",Oct-95
11251,Life,150,Student,55,N,"35,000",Oct-95
11252,Car,150,Student,56,Y,"35,000",Oct-95
11253,Car,150,Employee,56,N,"35,000",Oct-95
11254,Health,160,Farmer,56,N,"35,000",Oct-95
11255,Health,150,Employee,56,N,"35,000",Oct-95
11256,Life,150,Student,56,Y,"35,000",Oct-95
11257,Life,150,Pupil,56,N,"35,000",Oct-95
11258,Health,150,Farmer,57,N,"35,000",Oct-95
11259,Health,150,Student,57,N,"35,000",Oct-95
11260,Life,150,Pupil,58,N,"35,000",Oct-95
11261,Health,150,Employee,58,N,"35,000",Oct-95
11262,Life,150,Employee,58,N,"35,000",Oct-95
11263,Life,150,Pupil,58,N,"35,000",Oct-95
11264,Health,150,Student,59,N,"35,000",Oct-95
11265,Health,150,Employee,59,N,"35,000",Oct-95
11266,Life,150,Farmer,59,N,"35,000",Oct-95
11267,Health,150,Civil servant,60,N,"35,000",Oct-95
11268,Household,150,Civil servant,60,N,"35,000",Oct-95
11269,Health,150,Civil servant,61,N,"35,000",Oct-95
11270,Health,150,Civil servant,61,N,"35,000",Oct-95
11271,Health,150,Civil servant,62,N,"35,000",Oct-95
11272,Life,160,Civil servant,63,N,"35,000",Oct-95
11273,Car,150,Civil servant,63,Y,"35,000",Oct-95
11274,Health,150,Civil servant,64,N,"35,000",Oct-95
11275,Health,150,Civil servant,64,N,"35,000",Oct-95
11276,Life,150,Civil servant,64,N,"35,000",Oct-95
11277,Life,150,Civil servant,65,N,"35,000",Oct-95
11278,Life,999,Employee,65,N,"35,000",Oct-95
11279,Life,150,Civil servant,66,N,"35,000",Oct-95
11280,Household,160,Civil servant,66,N,"35,000",Oct-95
11281,Health,150,Civil servant,67,N,"35,000",Oct-95
11282,Health,150,Civil servant,67,N,"35,000",Oct-95
11283,Car,150,Civil servant,67,N,"35,000",Oct-95
11284,Household,150,Civil servant,68,N,"35,000",Oct-95
11285,Life,160,Civil servant,68,N,"35,000",Oct-95
11286,Health,150,Student,68,N,"35,000",Oct-95
11287,Health,150,Civil servant,69,N,"35,000",Oct-95
11288,Life,150,Civil servant,69,N,"35,000",Oct-95
11289,Health,150,Civil servant,69,N,"35,000",Oct-95
11290,Life,160,Civil servant,69,N,"35,000",Oct-95
11291,Life,150,Student,69,N,"35,000",Oct-95
11292,Health,160,Civil servant,74,N,"35,000",Oct-95
11293,Car,160,Student,78,N,"35,000",Oct-95
11294,Health,150,Student,2,N,"35,000",Nov-95
11295,Health,150,Student,5,N,"35,000",Nov-95
11296,Health,150,Student,12,N,"35,000",Nov-95
11297,Health,150,Student,12,N,"35,000",Nov-95
11298,Car,150,Student,12,N,"35,000",Nov-95
11299,Health,150,Student,14,N,"35,000",Nov-95
11300,Car,150,Student,18,N,"35,000",Nov-95
11301,Car,150,Student,18,N,"35,000",Nov-95
11302,Health,150,Student,19,N,"35,000",Nov-95
11303,Car,150,Student,19,N,"35,000",Nov-95
11304,Health,999,Student,19,N,"35,000",Nov-95
11305,Health,150,Student,19,N,"35,000",Nov-95
11306,Life,150,Student,19,N,"35,000",Nov-95
11307,Health,160,Employee,20,N,"35,000",Nov-95
11308,Health,150,Student,20,N,"35,000",Nov-95
11309,Car,150,Farmer,20,N,"35,000",Nov-95
11310,Health,150,Student,20,N,"35,000",Nov-95
11311,Car,150,Student,20,N,"35,000",Nov-95
11312,Car,150,Employee,21,N,"35,000",Nov-95
11313,Life,150,Student,21,N,"35,000",Nov-95
11314,Life,160,Employee,22,N,"35,000",Nov-95
11315,Health,150,Farmer,22,N,"35,000",Nov-95
11316,Health,150,Student,23,N,"35,000",Nov-95
11317,Car,150,Student,23,N,"35,000",Nov-95
11318,Car,150,Farmer,23,N,"35,000",Nov-95
11319,Health,150,Employee,24,N,"35,000",Nov-95
11320,Health,150,Employee,24,N,"35,000",Nov-95
11321,Car,150,Student,24,N,"35,000",Nov-95
11322,Life,150,Employee,24,N,"35,000",Nov-95
11323,Health,150,Employee,24,N,"35,000",Nov-95
11324,Car,150,Employee,24,N,"35,000",Nov-95
11325,Car,150,Employee,24,N,"35,000",Nov-95
11326,Life,150,Farmer,24,N,"35,000",Nov-95
11327,Life,150,Employee,25,N,"35,000",Nov-95
11328,Car,160,Farmer,25,N,"35,000",Nov-95
11329,Life,150,Employee,25,N,"35,000",Nov-95
11330,Car,150,Executive emplyee,25,N,"35,000",Nov-95
11331,Health,150,Employee,26,N,"35,000",Nov-95
11332,Life,150,Student,26,N,"35,000",Nov-95
11333,Car,160,Employee,26,N,"35,000",Nov-95
11334,Health,150,Employee,26,N,"35,000",Nov-95
11335,Life,150,Employee,27,N,"35,000",Nov-95
11336,Car,150,Employee,27,N,"35,000",Nov-95
11337,Car,150,Employee,27,N,"35,000",Nov-95
11338,Car,150,Employee,27,N,"35,000",Nov-95
